date,survey,site,species,transect,size,count
2017-10-27T00:00:00Z,3,HS1,Ocean Trigger,t2,20,NA
2017-10-27T00:00:00Z,3,HS1,Princess Parrotfish,t2,20,4
2017-10-27T00:00:00Z,3,HS1,Pudding Wife,t2,20,1
2017-10-27T00:00:00Z,3,HS1,Pygmy Angelfsh,t2,20,NA
2017-10-27T00:00:00Z,3,HS1,Reef Butterfly,t2,20,NA
2017-10-27T00:00:00Z,3,HS1,Rock Beauty,t2,20,NA
2017-10-27T00:00:00Z,3,HS1,Spanish Hogfish,t2,20,NA
2017-10-27T00:00:00Z,3,HS1,Squirrelfish,t2,20,NA
2017-10-27T00:00:00Z,3,HS1,Sunshine Damsel,t2,20,NA
2017-10-27T00:00:00Z,3,HS1,Surgeonfish,t2,20,NA
2017-10-27T00:00:00Z,3,HS1,Trumpet Fish,t2,20,1
2017-10-27T00:00:00Z,3,HS1,Yellow Headed Wrasse,t2,20,NA
2017-10-29T00:00:00Z,4,XL,Almaco Jack (Bonita),t2,20,NA
2017-10-29T00:00:00Z,4,XL,Barber,t2,20,15
2017-10-29T00:00:00Z,4,XL,Bermuda Chromis,t2,20,NA
2017-10-29T00:00:00Z,4,XL,Lionfish,t2,20,NA
2017-10-29T00:00:00Z,4,XL,Pudding Wife,t2,20,NA
2017-10-29T00:00:00Z,4,XL,Pygmy Angelfsh,t2,20,NA
2017-10-29T00:00:00Z,4,XL,Queen Angelfish,t2,20,NA
2017-10-29T00:00:00Z,4,XL,Reef Butterfly,t2,20,NA
2017-10-29T00:00:00Z,4,XL,Rock Beauty,t2,20,NA
2017-10-29T00:00:00Z,4,XL,Sand Goby,t2,20,NA
2017-10-29T00:00:00Z,4,XL,Sharpnose Puffer,t2,20,NA
2017-10-29T00:00:00Z,4,XL,Spotfin Hogfish,t2,20,NA
2017-10-29T00:00:00Z,4,XL,Squirrelfish,t2,20,NA
2017-10-29T00:00:00Z,4,XL,Sunshine Damsel,t2,20,NA
2017-10-29T00:00:00Z,4,XL,Tilefish,t2,20,NA
2017-10-29T00:00:00Z,4,XL,White Spotted Filefish,t2,20,NA
2017-10-29T00:00:00Z,4,XL,Yellow Headed Wrasse,t2,20,NA
2017-11-10T00:00:00Z,4,HS1,Almaco Jack (Bonita),t2,20,NA
2017-11-10T00:00:00Z,4,HS1,Barber,t2,20,1
2017-11-10T00:00:00Z,4,HS1,Bermuda Chromis,t2,20,NA
2017-11-10T00:00:00Z,4,HS1,Lionfish,t2,20,1
2017-11-10T00:00:00Z,4,HS1,Princess Parrotfish,t2,20,NA
2017-11-10T00:00:00Z,4,HS1,Pudding Wife,t2,20,2
2017-11-10T00:00:00Z,4,HS1,Pygmy Angelfsh,t2,20,NA
2017-11-10T00:00:00Z,4,HS1,Reef Butterfly,t2,20,NA
2017-11-10T00:00:00Z,4,HS1,Rock Beauty,t2,20,NA
2017-11-10T00:00:00Z,4,HS1,Spotfin Hogfish,t2,20,NA
2017-11-10T00:00:00Z,4,HS1,Squirrelfish,t2,20,NA
2017-11-10T00:00:00Z,4,HS1,Stoplight Parrotfish,t2,20,NA
2017-11-10T00:00:00Z,4,HS1,Sunshine Damsel,t2,20,NA
2017-11-10T00:00:00Z,4,HS1,Surgeonfish,t2,20,NA
2017-11-10T00:00:00Z,4,HS1,Tilefish,t2,20,NA
2017-11-10T00:00:00Z,4,HS1,Yellow Headed Wrasse,t2,20,NA
2017-11-14T00:00:00Z,3,NNE,Barber,t2,20,NA
2017-11-14T00:00:00Z,3,NNE,Bermuda Chromis,t2,20,NA
2017-11-14T00:00:00Z,3,NNE,Goatfish,t2,20,NA
2017-11-14T00:00:00Z,3,NNE,Horse Eye Jack,t2,20,NA
2017-11-14T00:00:00Z,3,NNE,Lionfish,t2,20,NA
2017-11-14T00:00:00Z,3,NNE,Ocean Trigger,t2,20,NA
2017-11-14T00:00:00Z,3,NNE,Pygmy Angelfsh,t2,20,NA
2017-11-14T00:00:00Z,3,NNE,Soapfish,t2,20,NA
2017-11-14T00:00:00Z,3,NNE,Squirrelfish,t2,20,NA
2017-11-14T00:00:00Z,3,NNE,Sunshine Damsel,t2,20,NA
2017-11-14T00:00:00Z,3,NNE,Tilefish,t2,20,1
2017-11-14T00:00:00Z,3,NNE,Yellow Headed Wrasse,t2,20,NA
2017-11-16T00:00:00Z,5,XL,Barber,t2,20,NA
2017-11-16T00:00:00Z,5,XL,Bermuda Chromis,t2,20,NA
2017-11-16T00:00:00Z,5,XL,French Grunt,t2,20,NA
2017-11-16T00:00:00Z,5,XL,Lionfish,t2,20,NA
2017-11-16T00:00:00Z,5,XL,Pudding Wife,t2,20,NA
2017-11-16T00:00:00Z,5,XL,Pygmy Angelfsh,t2,20,NA
2017-11-16T00:00:00Z,5,XL,Rock Beauty,t2,20,NA
2017-11-16T00:00:00Z,5,XL,Sharpnose Puffer,t2,20,NA
2017-11-16T00:00:00Z,5,XL,Soapfish,t2,20,NA
2017-11-16T00:00:00Z,5,XL,Squirrelfish,t2,20,NA
2017-11-16T00:00:00Z,5,XL,Stoplight Parrotfish,t2,20,NA
2017-11-16T00:00:00Z,5,XL,Sunshine Damsel,t2,20,NA
2017-11-16T00:00:00Z,5,XL,Surgeonfish,t2,20,NA
2017-11-16T00:00:00Z,5,XL,White Spotted Filefish,t2,20,NA
2017-11-16T00:00:00Z,5,XL,Yellow Headed Wrasse,t2,20,NA
2017-12-18T00:00:00Z,6,XL,Almaco Jack (Bonita),t2,20,NA
2017-12-18T00:00:00Z,6,XL,Bermuda Chromis,t2,20,NA
2017-12-18T00:00:00Z,6,XL,French Grunt,t2,20,NA
2017-12-18T00:00:00Z,6,XL,Pudding Wife,t2,20,1
2017-12-18T00:00:00Z,6,XL,Pygmy Angelfsh,t2,20,NA
2017-12-18T00:00:00Z,6,XL,Reef Butterfly,t2,20,NA
2017-12-18T00:00:00Z,6,XL,Spanish Hogfish,t2,20,NA
2017-12-18T00:00:00Z,6,XL,Spotfin Hogfish,t2,20,NA
2017-12-18T00:00:00Z,6,XL,Squirrelfish,t2,20,NA
2017-12-18T00:00:00Z,6,XL,Sunshine Damsel,t2,20,NA
2017-12-18T00:00:00Z,6,XL,Surgeonfish,t2,20,NA
2017-12-18T00:00:00Z,6,XL,Yellow Headed Wrasse,t2,20,NA
2017-12-20T00:00:00Z,5,HS1,Almaco Jack (Bonita),t2,20,NA
2017-12-20T00:00:00Z,5,HS1,Barber,t2,20,NA
2017-12-20T00:00:00Z,5,HS1,Bermuda Chromis,t2,20,NA
2017-12-20T00:00:00Z,5,HS1,Black Jack,t2,20,NA
2017-12-20T00:00:00Z,5,HS1,Box Fish,t2,20,NA
2017-12-20T00:00:00Z,5,HS1,Coney,t2,20,NA
2017-12-20T00:00:00Z,5,HS1,French Grunt,t2,20,NA
2017-12-20T00:00:00Z,5,HS1,Harlequin Bass,t2,20,NA
2017-12-20T00:00:00Z,5,HS1,Pudding Wife,t2,20,NA
2017-12-20T00:00:00Z,5,HS1,Reef Butterfly,t2,20,NA
2017-12-20T00:00:00Z,5,HS1,Rock Beauty,t2,20,NA
2017-12-20T00:00:00Z,5,HS1,Sharpnose Puffer,t2,20,NA
2017-12-20T00:00:00Z,5,HS1,Spanish Hogfish,t2,20,2
2017-12-20T00:00:00Z,5,HS1,Spotfin Hogfish,t2,20,1
2017-12-20T00:00:00Z,5,HS1,Squirrelfish,t2,20,NA
2017-12-20T00:00:00Z,5,HS1,Stoplight Parrotfish,t2,20,NA
2017-12-20T00:00:00Z,5,HS1,Sunshine Damsel,t2,20,NA
2017-12-20T00:00:00Z,5,HS1,Surgeonfish,t2,20,NA
2017-12-20T00:00:00Z,5,HS1,Yellow Headed Wrasse,t2,20,NA
2017-08-07T00:00:00Z,1,XL,Almaco Jack (Bonita),t2,25,NA
2017-08-07T00:00:00Z,1,XL,Barber,t2,25,NA
2017-08-07T00:00:00Z,1,XL,Bermuda Chromis,t2,25,NA
2017-08-07T00:00:00Z,1,XL,Lionfish,t2,25,NA
2017-08-07T00:00:00Z,1,XL,Pygmy Angelfsh,t2,25,NA
2017-08-07T00:00:00Z,1,XL,Reef Butterfly,t2,25,NA
2017-08-07T00:00:00Z,1,XL,Rock Beauty,t2,25,NA
2017-08-07T00:00:00Z,1,XL,Soapfish,t2,25,NA
2017-08-07T00:00:00Z,1,XL,Spotfin Hogfish,t2,25,NA
2017-08-07T00:00:00Z,1,XL,Squirrelfish,t2,25,NA
2017-08-07T00:00:00Z,1,XL,Stoplight Parrotfish,t2,25,NA
2017-08-07T00:00:00Z,1,XL,Sunshine Damsel,t2,25,NA
2017-08-07T00:00:00Z,1,XL,Surgeonfish,t2,25,NA
2017-08-09T00:00:00Z,1,HS1,Barber,t2,25,NA
2017-08-09T00:00:00Z,1,HS1,Bermuda Chromis,t2,25,NA
2017-08-09T00:00:00Z,1,HS1,Coney,t2,25,NA
2017-08-09T00:00:00Z,1,HS1,Goatfish,t2,25,NA
2017-08-09T00:00:00Z,1,HS1,Lionfish,t2,25,NA
2017-08-09T00:00:00Z,1,HS1,Pudding Wife,t2,25,NA
2017-08-09T00:00:00Z,1,HS1,Pygmy Angelfsh,t2,25,NA
2017-08-09T00:00:00Z,1,HS1,Redband Parrotfish,t2,25,NA
2017-08-09T00:00:00Z,1,HS1,Reef Butterfly,t2,25,NA
2017-08-09T00:00:00Z,1,HS1,Rock Beauty,t2,25,NA
2017-08-09T00:00:00Z,1,HS1,Sharpnose Puffer,t2,25,NA
2017-08-09T00:00:00Z,1,HS1,Spanish Hogfish,t2,25,NA
2017-08-09T00:00:00Z,1,HS1,Spotfin Hogfish,t2,25,NA
2017-08-09T00:00:00Z,1,HS1,Squirrelfish,t2,25,NA
2017-08-09T00:00:00Z,1,HS1,Stoplight Parrotfish,t2,25,NA
2017-08-09T00:00:00Z,1,HS1,Sunshine Damsel,t2,25,NA
2017-08-09T00:00:00Z,1,HS1,Surgeonfish,t2,25,NA
2017-08-10T00:00:00Z,1,NNE,Almaco Jack (Bonita),t2,25,NA
2017-08-10T00:00:00Z,1,NNE,Barber,t2,25,NA
2017-08-10T00:00:00Z,1,NNE,Bermuda Chromis,t2,25,NA
2017-08-10T00:00:00Z,1,NNE,Horse Eye Jack,t2,25,NA
2017-08-10T00:00:00Z,1,NNE,Lionfish,t2,25,2
2017-08-10T00:00:00Z,1,NNE,Ocean Trigger,t2,25,10
2017-08-10T00:00:00Z,1,NNE,Pygmy Angelfsh,t2,25,NA
2017-08-10T00:00:00Z,1,NNE,Rainbow Runner,t2,25,NA
2017-08-10T00:00:00Z,1,NNE,Reef Butterfly,t2,25,NA
2017-08-10T00:00:00Z,1,NNE,Rock Beauty,t2,25,NA
2017-08-10T00:00:00Z,1,NNE,Spotfin Butterflyfish,t2,25,NA
2017-08-10T00:00:00Z,1,NNE,Spotfin Hogfish,t2,25,NA
2017-08-10T00:00:00Z,1,NNE,Squirrelfish,t2,25,NA
2017-08-10T00:00:00Z,1,NNE,Stoplight Parrotfish,t2,25,NA
2017-08-10T00:00:00Z,1,NNE,Sunshine Damsel,t2,25,NA
2017-08-10T00:00:00Z,1,NNE,Yellow Headed Wrasse,t2,25,NA
2017-08-25T00:00:00Z,2,NNE,Almaco Jack (Bonita),t2,25,NA
2017-08-25T00:00:00Z,2,NNE,Barber,t2,25,NA
2017-08-25T00:00:00Z,2,NNE,Bermuda Chromis,t2,25,NA
2017-08-25T00:00:00Z,2,NNE,Coney,t2,25,NA
2017-08-25T00:00:00Z,2,NNE,Horse Eye Jack,t2,25,15
2017-08-25T00:00:00Z,2,NNE,Lionfish,t2,25,NA
2017-08-25T00:00:00Z,2,NNE,Moray,t2,25,NA
2017-08-25T00:00:00Z,2,NNE,Ocean Trigger,t2,25,NA
2017-08-25T00:00:00Z,2,NNE,Pygmy Angelfsh,t2,25,NA
2017-08-25T00:00:00Z,2,NNE,Rainbow Runner,t2,25,3
2017-08-25T00:00:00Z,2,NNE,Reef Butterfly,t2,25,NA
2017-08-25T00:00:00Z,2,NNE,Spotfin Hogfish,t2,25,NA
2017-08-25T00:00:00Z,2,NNE,Squirrelfish,t2,25,NA
2017-08-25T00:00:00Z,2,NNE,Stoplight Parrotfish,t2,25,NA
2017-08-25T00:00:00Z,2,NNE,Sunshine Damsel,t2,25,NA
2017-08-25T00:00:00Z,2,NNE,Yellow Headed Wrasse,t2,25,NA
2017-08-29T00:00:00Z,2,HS1,Barber,t2,25,NA
2017-08-29T00:00:00Z,2,HS1,Bermuda Chromis,t2,25,NA
2017-08-29T00:00:00Z,2,HS1,French Grunt,t2,25,NA
2017-08-29T00:00:00Z,2,HS1,Goatfish,t2,25,NA
2017-08-29T00:00:00Z,2,HS1,Pudding Wife,t2,25,NA
2017-08-29T00:00:00Z,2,HS1,Pygmy Angelfsh,t2,25,NA
2017-08-29T00:00:00Z,2,HS1,Rock Beauty,t2,25,NA
2017-08-29T00:00:00Z,2,HS1,Spanish Hogfish,t2,25,NA
2017-08-29T00:00:00Z,2,HS1,Spotfin Butterflyfish,t2,25,NA
2017-08-29T00:00:00Z,2,HS1,Spotfin Hogfish,t2,25,NA
2017-08-29T00:00:00Z,2,HS1,Squirrelfish,t2,25,NA
2017-08-29T00:00:00Z,2,HS1,Stoplight Parrotfish,t2,25,NA
2017-08-29T00:00:00Z,2,HS1,Sunshine Damsel,t2,25,NA
2017-08-29T00:00:00Z,2,HS1,Trumpet Fish,t2,25,1
2017-09-01T00:00:00Z,2,XL,Barber,t2,25,NA
2017-09-01T00:00:00Z,2,XL,Bermuda Chromis,t2,25,NA
2017-09-01T00:00:00Z,2,XL,Lionfish,t2,25,NA
2017-09-01T00:00:00Z,2,XL,Pudding Wife,t2,25,NA
2017-09-01T00:00:00Z,2,XL,Pygmy Angelfsh,t2,25,NA
2017-09-01T00:00:00Z,2,XL,Reef Butterfly,t2,25,NA
2017-09-01T00:00:00Z,2,XL,Rock Beauty,t2,25,NA
2017-09-01T00:00:00Z,2,XL,Soapfish,t2,25,NA
2017-09-01T00:00:00Z,2,XL,Spotfin Hogfish,t2,25,NA
2017-09-01T00:00:00Z,2,XL,Squirrelfish,t2,25,NA
2017-09-01T00:00:00Z,2,XL,Stoplight Parrotfish,t2,25,NA
2017-09-01T00:00:00Z,2,XL,Sunshine Damsel,t2,25,NA
2017-09-01T00:00:00Z,2,XL,Yellow Headed Wrasse,t2,25,NA
2017-09-22T00:00:00Z,3,XL,Barber,t2,25,1
2017-09-22T00:00:00Z,3,XL,Bermuda Chromis,t2,25,NA
2017-09-22T00:00:00Z,3,XL,Black Grouper,t2,25,NA
2017-09-22T00:00:00Z,3,XL,Blue Angelfish,t2,25,NA
2017-09-22T00:00:00Z,3,XL,French Grunt,t2,25,NA
2017-09-22T00:00:00Z,3,XL,Goatfish,t2,25,NA
2017-09-22T00:00:00Z,3,XL,Lionfish,t2,25,NA
2017-09-22T00:00:00Z,3,XL,Moray,t2,25,NA
2017-09-22T00:00:00Z,3,XL,Pygmy Angelfsh,t2,25,NA
2017-09-22T00:00:00Z,3,XL,Redband Parrotfish,t2,25,NA
2017-09-22T00:00:00Z,3,XL,Reef Butterfly,t2,25,NA
2017-09-22T00:00:00Z,3,XL,Rock Beauty,t2,25,NA
2017-09-22T00:00:00Z,3,XL,Soapfish,t2,25,NA
2017-09-22T00:00:00Z,3,XL,Spotfin Hogfish,t2,25,NA
2017-09-22T00:00:00Z,3,XL,Squirrelfish,t2,25,NA
2017-09-22T00:00:00Z,3,XL,Stoplight Parrotfish,t2,25,NA
2017-09-22T00:00:00Z,3,XL,Sunshine Damsel,t2,25,NA
2017-09-22T00:00:00Z,3,XL,Trumpet Fish,t2,25,NA
2017-09-22T00:00:00Z,3,XL,Yellow Headed Wrasse,t2,25,NA
2017-10-27T00:00:00Z,3,HS1,Bar Jack,t2,25,NA
2017-10-27T00:00:00Z,3,HS1,Barracuda,t2,25,NA
2017-10-27T00:00:00Z,3,HS1,Barber,t2,25,NA
2017-10-27T00:00:00Z,3,HS1,Bermuda Chromis,t2,25,NA
2017-10-27T00:00:00Z,3,HS1,Black Jack,t2,25,NA
2017-10-27T00:00:00Z,3,HS1,Doctor Fish,t2,25,NA
2017-10-27T00:00:00Z,3,HS1,French Grunt,t2,25,NA
2017-10-27T00:00:00Z,3,HS1,Midnight Parrotfish,t2,25,NA
2017-10-27T00:00:00Z,3,HS1,Ocean Trigger,t2,25,NA
2017-10-27T00:00:00Z,3,HS1,Princess Parrotfish,t2,25,NA
2017-10-27T00:00:00Z,3,HS1,Pudding Wife,t2,25,NA
2017-10-27T00:00:00Z,3,HS1,Pygmy Angelfsh,t2,25,NA
2017-10-27T00:00:00Z,3,HS1,Reef Butterfly,t2,25,NA
2017-10-27T00:00:00Z,3,HS1,Rock Beauty,t2,25,NA
2017-10-27T00:00:00Z,3,HS1,Spanish Hogfish,t2,25,NA
2017-10-27T00:00:00Z,3,HS1,Squirrelfish,t2,25,NA
2017-10-27T00:00:00Z,3,HS1,Sunshine Damsel,t2,25,NA
2017-10-27T00:00:00Z,3,HS1,Surgeonfish,t2,25,NA
2017-10-27T00:00:00Z,3,HS1,Trumpet Fish,t2,25,NA
2017-10-27T00:00:00Z,3,HS1,Yellow Headed Wrasse,t2,25,NA
2017-10-29T00:00:00Z,4,XL,Almaco Jack (Bonita),t2,25,1
2017-10-29T00:00:00Z,4,XL,Barber,t2,25,NA
2017-10-29T00:00:00Z,4,XL,Bermuda Chromis,t2,25,NA
2017-10-29T00:00:00Z,4,XL,Lionfish,t2,25,NA
2017-10-29T00:00:00Z,4,XL,Pudding Wife,t2,25,NA
2017-10-29T00:00:00Z,4,XL,Pygmy Angelfsh,t2,25,NA
2017-10-29T00:00:00Z,4,XL,Queen Angelfish,t2,25,NA
2017-10-29T00:00:00Z,4,XL,Reef Butterfly,t2,25,NA
2017-10-29T00:00:00Z,4,XL,Rock Beauty,t2,25,NA
2017-10-29T00:00:00Z,4,XL,Sand Goby,t2,25,NA
2017-10-29T00:00:00Z,4,XL,Sharpnose Puffer,t2,25,NA
2017-10-29T00:00:00Z,4,XL,Spotfin Hogfish,t2,25,NA
2017-10-29T00:00:00Z,4,XL,Squirrelfish,t2,25,NA
2017-10-29T00:00:00Z,4,XL,Sunshine Damsel,t2,25,NA
2017-10-29T00:00:00Z,4,XL,Tilefish,t2,25,NA
2017-10-29T00:00:00Z,4,XL,White Spotted Filefish,t2,25,NA
2017-10-29T00:00:00Z,4,XL,Yellow Headed Wrasse,t2,25,NA
2017-11-10T00:00:00Z,4,HS1,Almaco Jack (Bonita),t2,25,1
2017-11-10T00:00:00Z,4,HS1,Barber,t2,25,NA
2017-11-10T00:00:00Z,4,HS1,Bermuda Chromis,t2,25,NA
2017-11-10T00:00:00Z,4,HS1,Lionfish,t2,25,NA
2017-11-10T00:00:00Z,4,HS1,Princess Parrotfish,t2,25,NA
2017-11-10T00:00:00Z,4,HS1,Pudding Wife,t2,25,NA
2017-11-10T00:00:00Z,4,HS1,Pygmy Angelfsh,t2,25,NA
2017-11-10T00:00:00Z,4,HS1,Reef Butterfly,t2,25,NA
2017-11-10T00:00:00Z,4,HS1,Rock Beauty,t2,25,NA
2017-11-10T00:00:00Z,4,HS1,Spotfin Hogfish,t2,25,NA
2017-11-10T00:00:00Z,4,HS1,Squirrelfish,t2,25,NA
2017-11-10T00:00:00Z,4,HS1,Stoplight Parrotfish,t2,25,NA
2017-11-10T00:00:00Z,4,HS1,Sunshine Damsel,t2,25,NA
2017-11-10T00:00:00Z,4,HS1,Surgeonfish,t2,25,NA
2017-11-10T00:00:00Z,4,HS1,Tilefish,t2,25,NA
2017-11-10T00:00:00Z,4,HS1,Yellow Headed Wrasse,t2,25,NA
2017-11-14T00:00:00Z,3,NNE,Barber,t2,25,NA
2017-11-14T00:00:00Z,3,NNE,Bermuda Chromis,t2,25,NA
2017-11-14T00:00:00Z,3,NNE,Goatfish,t2,25,NA
2017-11-14T00:00:00Z,3,NNE,Horse Eye Jack,t2,25,NA
2017-11-14T00:00:00Z,3,NNE,Lionfish,t2,25,NA
2017-11-14T00:00:00Z,3,NNE,Ocean Trigger,t2,25,NA
2017-11-14T00:00:00Z,3,NNE,Pygmy Angelfsh,t2,25,NA
2017-11-14T00:00:00Z,3,NNE,Soapfish,t2,25,NA
2017-11-14T00:00:00Z,3,NNE,Squirrelfish,t2,25,NA
2017-11-14T00:00:00Z,3,NNE,Sunshine Damsel,t2,25,NA
2017-11-14T00:00:00Z,3,NNE,Tilefish,t2,25,NA
2017-11-14T00:00:00Z,3,NNE,Yellow Headed Wrasse,t2,25,NA
2017-11-16T00:00:00Z,5,XL,Barber,t2,25,NA
2017-11-16T00:00:00Z,5,XL,Bermuda Chromis,t2,25,NA
2017-11-16T00:00:00Z,5,XL,French Grunt,t2,25,NA
2017-11-16T00:00:00Z,5,XL,Lionfish,t2,25,NA
2017-11-16T00:00:00Z,5,XL,Pudding Wife,t2,25,NA
2017-11-16T00:00:00Z,5,XL,Pygmy Angelfsh,t2,25,NA
2017-11-16T00:00:00Z,5,XL,Rock Beauty,t2,25,NA
2017-11-16T00:00:00Z,5,XL,Sharpnose Puffer,t2,25,NA
2017-11-16T00:00:00Z,5,XL,Soapfish,t2,25,NA
2017-11-16T00:00:00Z,5,XL,Squirrelfish,t2,25,NA
2017-11-16T00:00:00Z,5,XL,Stoplight Parrotfish,t2,25,NA
2017-11-16T00:00:00Z,5,XL,Sunshine Damsel,t2,25,NA
2017-11-16T00:00:00Z,5,XL,Surgeonfish,t2,25,NA
2017-11-16T00:00:00Z,5,XL,White Spotted Filefish,t2,25,NA
2017-11-16T00:00:00Z,5,XL,Yellow Headed Wrasse,t2,25,NA
2017-12-18T00:00:00Z,6,XL,Almaco Jack (Bonita),t2,25,2
2017-12-18T00:00:00Z,6,XL,Bermuda Chromis,t2,25,NA
2017-12-18T00:00:00Z,6,XL,French Grunt,t2,25,NA
2017-12-18T00:00:00Z,6,XL,Pudding Wife,t2,25,NA
2017-12-18T00:00:00Z,6,XL,Pygmy Angelfsh,t2,25,NA
2017-12-18T00:00:00Z,6,XL,Reef Butterfly,t2,25,NA
2017-12-18T00:00:00Z,6,XL,Spanish Hogfish,t2,25,NA
2017-12-18T00:00:00Z,6,XL,Spotfin Hogfish,t2,25,NA
2017-12-18T00:00:00Z,6,XL,Squirrelfish,t2,25,NA
2017-12-18T00:00:00Z,6,XL,Sunshine Damsel,t2,25,NA
2017-12-18T00:00:00Z,6,XL,Surgeonfish,t2,25,NA
2017-12-18T00:00:00Z,6,XL,Yellow Headed Wrasse,t2,25,NA
2017-12-20T00:00:00Z,5,HS1,Almaco Jack (Bonita),t2,25,2
2017-12-20T00:00:00Z,5,HS1,Barber,t2,25,NA
2017-12-20T00:00:00Z,5,HS1,Bermuda Chromis,t2,25,NA
2017-12-20T00:00:00Z,5,HS1,Black Jack,t2,25,NA
2017-12-20T00:00:00Z,5,HS1,Box Fish,t2,25,NA
2017-12-20T00:00:00Z,5,HS1,Coney,t2,25,NA
2017-12-20T00:00:00Z,5,HS1,French Grunt,t2,25,NA
2017-12-20T00:00:00Z,5,HS1,Harlequin Bass,t2,25,NA
2017-12-20T00:00:00Z,5,HS1,Pudding Wife,t2,25,NA
2017-12-20T00:00:00Z,5,HS1,Reef Butterfly,t2,25,NA
2017-12-20T00:00:00Z,5,HS1,Rock Beauty,t2,25,NA
2017-12-20T00:00:00Z,5,HS1,Sharpnose Puffer,t2,25,NA
2017-12-20T00:00:00Z,5,HS1,Spanish Hogfish,t2,25,NA
2017-12-20T00:00:00Z,5,HS1,Spotfin Hogfish,t2,25,NA
2017-12-20T00:00:00Z,5,HS1,Squirrelfish,t2,25,NA
2017-12-20T00:00:00Z,5,HS1,Stoplight Parrotfish,t2,25,NA
2017-12-20T00:00:00Z,5,HS1,Sunshine Damsel,t2,25,NA
2017-12-20T00:00:00Z,5,HS1,Surgeonfish,t2,25,NA
2017-12-20T00:00:00Z,5,HS1,Yellow Headed Wrasse,t2,25,NA
2017-08-07T00:00:00Z,1,XL,Almaco Jack (Bonita),t2,30,4
2017-08-07T00:00:00Z,1,XL,Barber,t2,30,NA
2017-08-07T00:00:00Z,1,XL,Bermuda Chromis,t2,30,NA
2017-08-07T00:00:00Z,1,XL,Lionfish,t2,30,NA
2017-08-07T00:00:00Z,1,XL,Pygmy Angelfsh,t2,30,NA
2017-08-07T00:00:00Z,1,XL,Reef Butterfly,t2,30,NA
2017-08-07T00:00:00Z,1,XL,Rock Beauty,t2,30,NA
2017-08-07T00:00:00Z,1,XL,Soapfish,t2,30,NA
2017-08-07T00:00:00Z,1,XL,Spotfin Hogfish,t2,30,NA
2017-08-07T00:00:00Z,1,XL,Squirrelfish,t2,30,NA
2017-08-07T00:00:00Z,1,XL,Stoplight Parrotfish,t2,30,NA
2017-08-07T00:00:00Z,1,XL,Sunshine Damsel,t2,30,NA
2017-08-07T00:00:00Z,1,XL,Surgeonfish,t2,30,NA
2017-08-09T00:00:00Z,1,HS1,Barber,t2,30,NA
2017-08-09T00:00:00Z,1,HS1,Bermuda Chromis,t2,30,NA
2017-08-09T00:00:00Z,1,HS1,Coney,t2,30,NA
2017-08-09T00:00:00Z,1,HS1,Goatfish,t2,30,NA
2017-08-09T00:00:00Z,1,HS1,Lionfish,t2,30,NA
2017-08-09T00:00:00Z,1,HS1,Pudding Wife,t2,30,NA
2017-08-09T00:00:00Z,1,HS1,Pygmy Angelfsh,t2,30,NA
2017-08-09T00:00:00Z,1,HS1,Redband Parrotfish,t2,30,NA
2017-08-09T00:00:00Z,1,HS1,Reef Butterfly,t2,30,NA
2017-08-09T00:00:00Z,1,HS1,Rock Beauty,t2,30,NA
2017-08-09T00:00:00Z,1,HS1,Sharpnose Puffer,t2,30,NA
2017-08-09T00:00:00Z,1,HS1,Spanish Hogfish,t2,30,NA
2017-08-09T00:00:00Z,1,HS1,Spotfin Hogfish,t2,30,NA
2017-08-09T00:00:00Z,1,HS1,Squirrelfish,t2,30,NA
2017-08-09T00:00:00Z,1,HS1,Stoplight Parrotfish,t2,30,NA
2017-08-09T00:00:00Z,1,HS1,Sunshine Damsel,t2,30,NA
2017-08-09T00:00:00Z,1,HS1,Surgeonfish,t2,30,NA
2017-08-10T00:00:00Z,1,NNE,Almaco Jack (Bonita),t2,30,5
2017-08-10T00:00:00Z,1,NNE,Barber,t2,30,NA
2017-08-10T00:00:00Z,1,NNE,Bermuda Chromis,t2,30,NA
2017-08-10T00:00:00Z,1,NNE,Horse Eye Jack,t2,30,NA
2017-08-10T00:00:00Z,1,NNE,Lionfish,t2,30,NA
2017-08-10T00:00:00Z,1,NNE,Ocean Trigger,t2,30,NA
2017-08-10T00:00:00Z,1,NNE,Pygmy Angelfsh,t2,30,NA
2017-08-10T00:00:00Z,1,NNE,Rainbow Runner,t2,30,NA
2017-08-10T00:00:00Z,1,NNE,Reef Butterfly,t2,30,NA
2017-08-10T00:00:00Z,1,NNE,Rock Beauty,t2,30,NA
2017-08-10T00:00:00Z,1,NNE,Spotfin Butterflyfish,t2,30,NA
2017-08-10T00:00:00Z,1,NNE,Spotfin Hogfish,t2,30,NA
2017-08-10T00:00:00Z,1,NNE,Squirrelfish,t2,30,NA
2017-08-10T00:00:00Z,1,NNE,Stoplight Parrotfish,t2,30,NA
2017-08-10T00:00:00Z,1,NNE,Sunshine Damsel,t2,30,NA
2017-08-10T00:00:00Z,1,NNE,Yellow Headed Wrasse,t2,30,NA
2017-08-25T00:00:00Z,2,NNE,Almaco Jack (Bonita),t2,30,NA
2017-08-25T00:00:00Z,2,NNE,Barber,t2,30,NA
2017-08-25T00:00:00Z,2,NNE,Bermuda Chromis,t2,30,NA
2017-08-25T00:00:00Z,2,NNE,Coney,t2,30,NA
